Default Dataset,
X,Y
5.802739726027399,0.3621495327102804
5.9671232876712335,0.36028037383177575
6.13150684931507,0.3742990654205608
6.295890410958904,0.37523364485981314
6.493150684931507,0.3929906542056075
6.624657534246577,0.3668224299065421
6.723287671232876,0.3621495327102804
6.789041095890411,0.3593457943925234
6.920547945205481,0.36308411214953273
6.986301369863014,0.3658878504672898
7.183561643835619,0.35560747663551406
7.347945205479453,0.352803738317757
7.446575342465755,0.3481308411214954
7.84109589041096,0.33130841121495336
8.005479452054795,0.3163551401869159
8.136986301369864,0.31074766355140193
8.334246575342465,0.29392523364485984
8.531506849315068,0.2836448598130842
8.630136986301371,0.29299065420560755
9.024657534246575,0.26121495327102806
9.517808219178084,0.20887850467289726
9.649315068493152,0.1976635514018692
9.846575342465753,0.20514018691588787
10.142465753424657,0.1845794392523365
10.339726027397262,0.16495327102803742
10.964383561643835,0.14065420560747666
11.128767123287671,0.11915887850467294
11.326027397260274,0.141588785046729
11.45753424657534,0.1266355140186916
11.621917808219179,0.1546728971962617
12.147945205479452,0.10981308411214957
12.279452054794522,0.11168224299065421
12.641095890410957,0.10046728971962615
12.772602739726027,0.06869158878504678
12.969863013698633,0.0883177570093458
13.134246575342464,0.09112149532710284
13.364383561643836,0.11168224299065421
13.430136986301372,0.09672897196261687
13.66027397260274,0.1032710280373832
13.824657534246574,0.09766355140186922
13.956164383561644,0.10981308411214957
14.186301369863012,0.11074766355140192
14.317808219178081,0.09205607476635519
14.449315068493151,0.1154205607476636
14.646575342465754,0.1434579439252337
14.810958904109588,0.11448598130841126
15.139726027397261,0.11355140186915891
15.304109589041095,0.1266355140186916
15.632876712328764,0.13504672897196263
15.797260273972602,0.16495327102803742
15.468493150684933,0.18084112149532716
16.126027397260273,0.1948598130841122
16.61917808219178,0.20887850467289726
16.816438356164383,0.22476635514018695
16.94794520547945,0.2602803738317757
17.112328767123287,0.29953271028037387
17.30958904109589,0.2901869158878505
17.473972602739728,0.3042056074766356
17.671232876712324,0.2920560747663552
17.835616438356162,0.29579439252336454
18,0.30700934579439254
18.16438356164383,0.31915887850467295
18.32876712328767,0.3593457943925234
18.460273972602742,0.3621495327102804
18.69041095890411,0.35560747663551406
18.78904109589041,0.37523364485981314
18.986301369863014,0.37149532710280375
