Light,,FvFm Control,,FvFm Bleaching,,YII Control,,YII Bleaching,,NPQ Control,,NPQ Bleaching,,NO Control,,NO Bleaching,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
31.39951795277178,743.3122598890948,,,,,,,,,,,,,,,,
31.541423875093983,800.7702460842586,,,,,,,,,,,,,,,,
31.777933745630975,891.0613672480877,,,,,,,,,,,,,,,,
31.967141642060575,970.4081100890285,,,,,,,,,,,,,,,,
32.061745590275365,1027.8660962841925,,,,,,,,,,,,,,,,
32.582067305456754,1090.7962716408006,,,,,,,,,,,,,,,,
32.723973227778956,1148.2542578359646,,,,,,,,,,,,,,,,
32.96048309831595,1235.8092844190714,,,,,,,,,,,,,,,,
33.29159691706774,1290.5311760335135,,,,,,,,,,,,,,,,
33.57540876171213,1356.1974459708435,,,,,,,,,,,,,,,,
34.14303245100092,1427.335905069618,,,,,,,,,,,,,,,,
34.8525620626119,1479.3217021033379,,,,,,,,,,,,,,,,
35.94050746708208,1509.418742491281,,,,,,,,,,,,,,,,
36.36622523404867,1468.3773237804494,,,,,,,,,,,,,,,,
37.17035879387445,1413.6554321660076,,,,,,,,,,,,,,,,
37.69068050905584,1364.4057297130098,,,,,,,,,,,,,,,,
38.069096301915025,1274.114608549181,,,,,,,,,,,,,,,,
38.30560617245203,1183.8234873853519,,,,,,,,,,,,,,,,
38.58941801709642,1109.9489337058553,,,,,,,,,,,,,,,,
38.92053183584821,1033.3382854456368,,,,,,,,,,,,,,,,
39.1570417063852,962.1998263468622,,,,,,,,,,,,,,,,
39.393551576922206,871.9087051830331,,,,,,,,,,,,,,,,
39.488155525136996,800.7702460842586,,,,,,,,,,,,,,,,
39.488155525136996,726.8956924047623,,,,,,,,,,,,,,,,
39.44085355102959,628.3962874987669,,,,,,,,,,,,,,,,
39.488155525136996,532.6329771734934,,,,,,,,,,,,,,,,
39.488155525136996,447.8140451711088,,,,,,,,,,,,,,,,
39.488155525136996,360.2590185880017,,,,,,,,,,,,,,,,
39.488155525136996,289.1205594892274,,,,,,,,,,,,,,,,
39.44085355102959,217.98210039045284,,,,,,,,,,,,,,,,
39.535457499244394,168.7323979374553,,,,,,,,,,,,,,,,
40.33959105907018,135.89926296879003,,,,,,,,,,,,,,,,
40.95451672246636,94.8578442579585,,,,,,,,,,,,,,,,
41.61674435996994,51.08033096640497,,,,,,,,,,,,,,,,
42.18436804925873,7.302817674851667,,,,,,,,,,,,,,,,
43.461521350158506,4.566723094129429,,,,,,,,,,,,,,,,
44.54946675462868,4.566723094129429,,,,,,,,,,,,,,,,
